,point,plot,date,sx,sy,ht,obs,gr,fire,burnyr,elev,slope,soil,Spring,BrLagOne,BrLagTwo,time,month,year,mgmt
2829,veg_C3SB_06,C3SB,5/26/2022,711240,4330690,1,ENS,cattle,3,1,408.6390076,0.120676603,4530,142.2,256.5,384.1,2977,5,2022,cattle3
2830,veg_C3SB_07,C3SB,5/26/2022,711697,4330121,4.5,ENS,cattle,3,1,416.9270325,0.172608868,4530,142.2,256.5,384.1,2977,5,2022,cattle3
2831,veg_C3SB_08,C3SB,5/26/2022,711211,4330529,16,ENS,cattle,3,1,417.5550232,0.199830372,4530,142.2,256.5,384.1,2977,5,2022,cattle3
2832,veg_C3SB_09,C3SB,5/26/2022,711505,4330300,1,ENS,cattle,3,1,422.9440308,0.227738479,4530,142.2,256.5,384.1,2977,5,2022,cattle3
2833,veg_2D_01,2D,5/27/2022,711268,4328074,4,ENS,ungr,2,0,423.6660156,0.074501438,4783,142.2,256.5,384.1,2978,5,2022,ungr2
2834,veg_2D_10,2D,5/27/2022,711116,4328507,6.5,ENS,ungr,2,0,440.1140137,0.060271024,4530,142.2,256.5,384.1,2978,5,2022,ungr2
2835,veg_2D_02,2D,5/27/2022,711582,4328660,10,ENS,ungr,2,0,441.6190186,0.046433291,4530,142.2,256.5,384.1,2978,5,2022,ungr2
2836,veg_2D_03,2D,5/27/2022,711175,4328853,4,ENS,ungr,2,0,441.6470337,0.067503583,4530,142.2,256.5,384.1,2978,5,2022,ungr2
2837,veg_2D_04,2D,5/27/2022,711210,4328732,2,ENS,ungr,2,0,440.3670349,0.028111481,4530,142.2,256.5,384.1,2978,5,2022,ungr2
2838,veg_2D_05,2D,5/27/2022,711185,4328305,5.5,ENS,ungr,2,0,423.5380249,0.155509893,4530,142.2,256.5,384.1,2978,5,2022,ungr2
2839,veg_2D_06,2D,5/27/2022,711322,4328524,2,ENS,ungr,2,0,429.6460266,0.092840084,4530,142.2,256.5,384.1,2978,5,2022,ungr2
2840,veg_2D_07,2D,5/27/2022,711244,4327971,2.5,ENS,ungr,2,0,424.4310303,0.159947263,4530,142.2,256.5,384.1,2978,5,2022,ungr2
2841,veg_2D_08,2D,5/27/2022,711160,4328593,2,ENS,ungr,2,0,439.2820129,0.044513652,4530,142.2,256.5,384.1,2978,5,2022,ungr2
2842,veg_2D_09,2D,5/27/2022,711478,4328421,4,ENS,ungr,2,0,440.9520264,0.010447948,4530,142.2,256.5,384.1,2978,5,2022,ungr2
2843,veg_N1A_01,N1B,5/27/2022,708166,4329529,0,MDR,bison,1,1,395.2730103,0.242125676,4590,142.2,256.5,384.1,2978,5,2022,bison1
2844,veg_N1A_01,N1A,5/27/2022,708166,4329529,2,MDR,bison,1,1,395.2730103,0.242125676,4590,142.2,256.5,384.1,2978,5,2022,bison1
2845,veg_N1A_01,N1A,5/27/2022,708166,4329529,2,MDR,bison,1,1,395.2730103,0.242125676,4590,142.2,256.5,384.1,2978,5,2022,bison1
2846,veg_N1A_10,N1A,5/27/2022,708343,4329670,0.5,MDR,bison,1,1,387.1000061,0.346035989,4590,142.2,256.5,384.1,2978,5,2022,bison1
2847,veg_N1A_10,N1A,5/27/2022,708343,4329670,0.5,MDR,bison,1,1,387.1000061,0.346035989,4590,142.2,256.5,384.1,2978,5,2022,bison1
2848,veg_N1A_02,N1A,5/27/2022,708490,4329733,0.5,MDR,bison,1,1,365.8220215,0.140289929,4590,142.2,256.5,384.1,2978,5,2022,bison1
2849,veg_N1A_02,N1A,5/27/2022,708490,4329733,0.5,MDR,bison,1,1,365.8220215,0.140289929,4590,142.2,256.5,384.1,2978,5,2022,bison1
2850,veg_N1A_03,N1A,5/27/2022,707867,4329911,1,MDR,bison,1,1,395.7050171,0.291526203,4530,142.2,256.5,384.1,2978,5,2022,bison1
2851,veg_N1A_03,N1A,5/27/2022,707867,4329911,1,MDR,bison,1,1,395.7050171,0.291526203,4530,142.2,256.5,384.1,2978,5,2022,bison1
2852,veg_N1A_03,N1B,5/27/2022,707867,4329911,0,MDR,bison,1,1,395.7050171,0.291526203,4530,142.2,256.5,384.1,2978,5,2022,bison1
2853,veg_N1A_04,N1A,5/27/2022,708005,4329539,0,MDR,bison,1,1,407.3750305,0.01500608,4530,142.2,256.5,384.1,2978,5,2022,bison1
2854,veg_N1A_04,N1A,5/27/2022,708005,4329539,0,MDR,bison,1,1,407.3750305,0.01500608,4530,142.2,256.5,384.1,2978,5,2022,bison1
2855,veg_N1A_05,N1A,5/27/2022,708313,4329955,1.5,MDR,bison,1,1,369.2700195,0.090015787,4590,142.2,256.5,384.1,2978,5,2022,bison1
2856,veg_N1A_05,N1A,5/27/2022,708313,4329955,1.5,MDR,bison,1,1,369.2700195,0.090015787,4590,142.2,256.5,384.1,2978,5,2022,bison1
2857,veg_N1A_06,N1A,5/27/2022,708318,4329630,0.5,MDR,bison,1,1,391.3070068,0.10209507,4590,142.2,256.5,384.1,2978,5,2022,bison1
2858,veg_N1A_06,N1A,5/27/2022,708318,4329630,0.5,MDR,bison,1,1,391.3070068,0.10209507,4590,142.2,256.5,384.1,2978,5,2022,bison1
2859,veg_N1A_07,N1A,5/27/2022,708020,4330031,1.5,MDR,bison,1,1,371.7650146,0.110904033,4590,142.2,256.5,384.1,2978,5,2022,bison1
2860,veg_N1A_07,N1A,5/27/2022,708020,4330031,1.5,MDR,bison,1,1,371.7650146,0.110904033,4590,142.2,256.5,384.1,2978,5,2022,bison1
2861,veg_N1A_08,N1A,5/27/2022,708325,4330038,0.5,MDR,bison,1,1,364.5600281,0.097335092,4590,142.2,256.5,384.1,2978,5,2022,bison1
2862,veg_N1A_08,N1A,5/27/2022,708325,4330038,0.5,MDR,bison,1,1,364.5600281,0.097335092,4590,142.2,256.5,384.1,2978,5,2022,bison1
2863,veg_N1A_09,N1A,5/27/2022,708283,4329547,0,MDR,bison,1,1,383.2340088,0.174776898,4590,142.2,256.5,384.1,2978,5,2022,bison1
2864,veg_N1A_09,N1A,5/27/2022,708283,4329547,0,MDR,bison,1,1,383.2340088,0.174776898,4590,142.2,256.5,384.1,2978,5,2022,bison1
2865,veg_N1B_02,N1B,5/27/2022,709909,4328476,2,ENS,bison,1,1,404.3390198,0.074786762,4530,142.2,256.5,384.1,2978,5,2022,bison1
2866,veg_N1B_05,N1B,5/27/2022,710177,4328839,4,ENS,bison,1,1,407.7280273,0.108091698,4530,142.2,256.5,384.1,2978,5,2022,bison1
2867,veg_N1B_07,N1B,5/27/2022,710224,4328660,2,ENS,bison,1,1,414.105011,0.068655782,4530,142.2,256.5,384.1,2978,5,2022,bison1
2868,veg_N2A_01,N2A,5/27/2022,706572,4329415,0,MRB,bison,2,1,398.4780273,0.041894662,4530,142.2,256.5,384.1,2978,5,2022,bison2
2869,veg_N2A_10,N2A,5/27/2022,706587,4329415,0.5,MRB,bison,2,1,397.2880249,0.122468997,4530,142.2,256.5,384.1,2978,5,2022,bison2
2870,veg_N2A_02,N2A,5/27/2022,706566,4329303,2,MRB,bison,2,1,398.9440308,0.113797153,4530,142.2,256.5,384.1,2978,5,2022,bison2
2871,veg_N2A_03,N2A,5/27/2022,707016,4330262,7.5,MRB,bison,2,1,349.730011,0.088932319,4590,142.2,256.5,384.1,2978,5,2022,bison2
2872,veg_N2A_04,N2A,5/27/2022,706893,4329389,2,MRB,bison,2,1,380.9290161,0.173849085,4590,142.2,256.5,384.1,2978,5,2022,bison2
2873,veg_N2A_05,N2A,5/27/2022,706612,4329041,3.5,MRB,bison,2,1,407.1880188,0.10873348,4530,142.2,256.5,384.1,2978,5,2022,bison2
2874,veg_N2A_06,N2A,5/27/2022,707249,4329790,2,MRB,bison,2,1,370.1800232,0.112332766,4590,142.2,256.5,384.1,2978,5,2022,bison2
2875,veg_N2A_07,N2A,5/27/2022,706825,4329663,1.5,MRB,bison,2,1,365.7950134,0.111568275,4590,142.2,256.5,384.1,2978,5,2022,bison2
2876,veg_N2A_08,N2A,5/27/2022,706474,4329488,2,MRB,bison,2,1,384.7080078,0.295345174,4530,142.2,256.5,384.1,2978,5,2022,bison2
2877,veg_N2A_09,N2A,5/27/2022,706683,4329287,23,MRB,bison,2,1,388.940033,0.134198111,4590,142.2,256.5,384.1,2978,5,2022,bison2
2878,veg_COB_10,COB,5/28/2022,713212,4334478,0.5,ENS,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,2979,5,2022,cattle3
2879,veg_C3B_01,C3B,5/30/2022,712532,4329920,3,ENS,cattle,3,0,415.2120056,0.028076181,4530,142.2,256.5,384.1,2981,5,2022,cattle3
2880,veg_C3B_10,C3B,5/30/2022,712482,4329543,2,ENS,cattle,3,0,419.1950073,0.027059785,4625,142.2,256.5,384.1,2981,5,2022,cattle3
2881,veg_C3B_02,C3B,5/30/2022,712136,4329627,2,ENS,cattle,3,0,424.6590271,0.083455132,4530,142.2,256.5,384.1,2981,5,2022,cattle3
2882,veg_C3B_03,C3B,5/30/2022,712284,4329687,2,ENS,cattle,3,0,416.6200256,0.059174025,4625,142.2,256.5,384.1,2981,5,2022,cattle3
2883,veg_C3B_04,C3B,5/30/2022,711659,4329514,0.5,ENS,cattle,3,0,438.6280212,0.108593941,4530,142.2,256.5,384.1,2981,5,2022,cattle3
2884,veg_C3B_05,C3B,5/30/2022,711832,4329696,2,ENS,cattle,3,0,433.0290222,0.144784338,4530,142.2,256.5,384.1,2981,5,2022,cattle3
2885,veg_C3B_06,C3B,5/30/2022,712708,4329513,1,ENS,cattle,3,0,420.0310059,0.020989664,4625,142.2,256.5,384.1,2981,5,2022,cattle3
2886,veg_C3B_07,C3B,5/30/2022,712059,4329489,0.5,ENS,cattle,3,0,440.3480225,0.017217096,4530,142.2,256.5,384.1,2981,5,2022,cattle3
2887,veg_C3B_08,C3B,5/30/2022,712000,4329784,3,ENS,cattle,3,0,431.1600342,0.121364022,4530,142.2,256.5,384.1,2981,5,2022,cattle3
2888,veg_C3B_09,C3B,5/30/2022,712242,4329541,20,ENS,cattle,3,0,424.690033,0.099690242,4530,142.2,256.5,384.1,2981,5,2022,cattle3
2889,veg_C3SA_02,C3SA,5/30/2022,710921,4331312,1.5,ENS,cattle,3,0,390.9070129,0.272313518,4590,142.2,256.5,384.1,2981,5,2022,cattle3
2890,veg_K1B_01,K1B,5/30/2022,711007,4329454,3,ECB,ungr,1,1,432.4900208,0.320067746,4530,142.2,256.5,384.1,2981,5,2022,ungr1
2891,veg_K1B_10,K1B,5/30/2022,711085,4329992,1,ECB,ungr,1,1,411.730011,0.057781168,4530,142.2,256.5,384.1,2981,5,2022,ungr1
2892,veg_K1B_02,K1B,5/30/2022,711243,4330025,1.5,MRB,ungr,1,1,417.5500183,0.177612775,4530,142.2,256.5,384.1,2981,5,2022,ungr1
2893,veg_K1B_03,K1B,5/30/2022,710744,4329949,3,ECB,ungr,1,1,395.7740173,0.187781471,4530,142.2,256.5,384.1,2981,5,2022,ungr1
2894,veg_K1B_04,K1B,5/30/2022,711309,4329410,2.5,MRB,ungr,1,1,419.8200073,0.599981972,4530,142.2,256.5,384.1,2981,5,2022,ungr1
2895,veg_K1B_05,K1B,5/30/2022,711299,4329675,3,ECB,ungr,1,1,413.7610168,0.084491069,4530,142.2,256.5,384.1,2981,5,2022,ungr1
2896,veg_K1B_06,K1B,5/30/2022,711084,4330374,1.5,MRB,ungr,1,1,425.3840332,0.204824002,4530,142.2,256.5,384.1,2981,5,2022,ungr1
2897,veg_K1B_07,K1B,5/30/2022,711407,4330201,2,ECB,ungr,1,1,433.3400269,0.336543553,4530,142.2,256.5,384.1,2981,5,2022,ungr1
2898,veg_K1B_08,K1B,5/30/2022,711452,4329829,1.5,MRB,ungr,1,1,438.1110229,0.010664652,4530,142.2,256.5,384.1,2981,5,2022,ungr1
2899,veg_K1B_09,K1B,5/30/2022,710918,4329750,3,MRB,ungr,1,1,413.6370239,0.0319143,4625,142.2,256.5,384.1,2981,5,2022,ungr1
2900,veg_K2A_01,K2A,5/30/2022,710004,4330546,1,MRB,ungr,2,1,392.9190063,0.211148658,4590,142.2,256.5,384.1,2981,5,2022,ungr2
2901,veg_K2A_05,K2A,5/30/2022,710217,4330360,8,ECB,ungr,2,1,389.809021,0.336380616,4590,142.2,256.5,384.1,2981,5,2022,ungr2
2902,veg_N2B_01,N2B,5/30/2022,708078,4329053,2,NAW,bison,2,0,392.8200073,0.220573888,4590,142.2,256.5,384.1,2981,5,2022,bison2
2903,veg_N2B_10,N2B,5/30/2022,708528,4329032,5,NAW,bison,2,0,401.4950256,0.033047255,4530,142.2,256.5,384.1,2981,5,2022,bison2
2904,veg_N2B_02,N2B,5/30/2022,708081,4329225,2,NAW,bison,2,0,396.2360229,0.283628648,4530,142.2,256.5,384.1,2981,5,2022,bison2
2905,veg_N2B_03,N2B,5/30/2022,708027,4328564,1,NAW,bison,2,0,408.9920044,0.057551671,4530,142.2,256.5,384.1,2981,5,2022,bison2
2906,veg_N2B_04,N2B,5/30/2022,708697,4328821,4,NAW,bison,2,0,402.1820068,0.126697982,4530,142.2,256.5,384.1,2981,5,2022,bison2
2907,veg_N2B_05,N2B,5/30/2022,708255,4328901,3,NAW,bison,2,0,401.4230042,0.066141218,4530,142.2,256.5,384.1,2981,5,2022,bison2
2908,veg_N2B_06,N2B,5/30/2022,707915,4328688,1,NAW,bison,2,0,416.1880188,0.268145546,4530,142.2,256.5,384.1,2981,5,2022,bison2
2909,veg_N2B_07,N2B,5/30/2022,708639,4329092,1,NAW,bison,2,0,385.6820068,0.149339464,4590,142.2,256.5,384.1,2981,5,2022,bison2
2910,veg_N2B_08,N2B,5/30/2022,708479,4329410,2,NAW,bison,2,0,365.460022,0.097178294,4051,142.2,256.5,384.1,2981,5,2022,bison2
2911,veg_N2B_09,N2B,5/30/2022,708400,4328968,2,NAW,bison,2,0,394.4860229,0.198115554,4590,142.2,256.5,384.1,2981,5,2022,bison2
2912,veg_C3SC_01,C3SC,6/1/2022,712109,4331485,2.5,ENS,cattle,3,0,409.3800049,0.073670647,4530,142.2,256.5,384.1,2983,6,2022,cattle3
2913,veg_C3SC_10,C3SC,6/1/2022,712397,4332271,1,ECB,cattle,3,0,393.5460205,0.228276252,4550,142.2,256.5,384.1,2983,6,2022,cattle3
2914,veg_C3SC_02,C3SC,6/1/2022,712492,4331508,5,ENS,cattle,3,0,416.3140259,0.121028539,4530,142.2,256.5,384.1,2983,6,2022,cattle3
2915,veg_C3SC_03,C3SC,6/1/2022,712683,4332350,1.5,ECB,cattle,3,0,421.3980103,0.01965973,4625,142.2,256.5,384.1,2983,6,2022,cattle3
2916,veg_C3SC_04,C3SC,6/1/2022,712158,4331786,3,ENS,cattle,3,0,394.0260315,0.252640781,4590,142.2,256.5,384.1,2983,6,2022,cattle3
2917,veg_C3SC_05,C3SC,6/1/2022,711840,4332260,3,ECB,cattle,3,0,378.6150208,0.08442613,4550,142.2,256.5,384.1,2983,6,2022,cattle3
2918,veg_C3SC_06,C3SC,6/1/2022,712168,4332437,2.5,ECB,cattle,3,0,396.1530151,0.315933002,4550,142.2,256.5,384.1,2983,6,2022,cattle3
2919,veg_C3SC_07,C3SC,6/1/2022,712554,4332460,4,ECB,cattle,3,0,416.4940186,0.112698219,4530,142.2,256.5,384.1,2983,6,2022,cattle3
2920,veg_C3SC_08,C3SC,6/1/2022,712724,4332261,1.5,ECB,cattle,3,0,421.2420349,0.031113853,4625,142.2,256.5,384.1,2983,6,2022,cattle3
2921,veg_C3SC_09,C3SC,6/1/2022,712330,4331814,1.5,ECB,cattle,3,0,410.3710327,0.028465435,4530,142.2,256.5,384.1,2983,6,2022,cattle3
2922,veg_COA_01,COA,6/1/2022,713607,4334958,1,MRB,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,2983,6,2022,cattle3
2923,veg_COA_02,COA,6/1/2022,713645,4335253,2,MRB,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,2983,6,2022,cattle3
2924,veg_COA_03,COA,6/1/2022,713793,4335329,1,MRB,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,2983,6,2022,cattle3
2925,veg_COA_04,COA,6/1/2022,713855,4335564,2,MRB,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,2983,6,2022,cattle3
2926,veg_COA_05,COA,6/1/2022,713569,4335523,1,MRB,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,2983,6,2022,cattle3
2927,veg_COA_06,COA,6/1/2022,713930,4335421,1.5,MRB,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,2983,6,2022,cattle3
2928,veg_COA_07,COA,6/1/2022,713552,4335095,3,MRB,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,2983,6,2022,cattle3
2929,veg_COA_08,COA,6/1/2022,713548,4335375,1.5,MRB,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,2983,6,2022,cattle3
2930,veg_COA_09,COA,6/1/2022,713998,4335226,2,MRB,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,2983,6,2022,cattle3
2931,veg_COB_01,COB,6/1/2022,713281,4334222,0.5,ENS,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,2983,6,2022,cattle3
2932,veg_COA_10,COA,6/1/2022,713212,4334478,1,MRB,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,2983,6,2022,cattle3
2933,veg_COB_02,COB,6/1/2022,713427,4334186,2,ENS,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,2983,6,2022,cattle3
2934,veg_COB_03,COB,6/1/2022,713461,4334572,1,ENS,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,2983,6,2022,cattle3
2935,veg_COB_04,COB,6/1/2022,712898,4334244,2,ENS,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,2983,6,2022,cattle3
2936,veg_COB_05,COB,6/1/2022,713289,4334357,0.5,ENS,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,2983,6,2022,cattle3
2937,veg_COB_06,COB,6/1/2022,713228,4334172,2.5,ENS,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,2983,6,2022,cattle3
2938,veg_COB_07,COB,6/1/2022,713410,4334345,1,ENS,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,2983,6,2022,cattle3
2939,veg_COB_08,COB,6/1/2022,712986,4334522,0.5,ENS,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,2983,6,2022,cattle3
2940,veg_COB_09,COB,6/1/2022,713254,4334059,0.5,ENS,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,2983,6,2022,cattle3
2941,veg_C3C_01,C3C,6/21/2022,711690,4329168,3.5,ECB,cattle,3,0,436.65802,0.258599977,4530,142.2,256.5,384.1,3003,6,2022,cattle3
2942,veg_C3C_10,C3C,6/21/2022,712545,4329242,2,ECB,cattle,3,0,418.5720215,0.066842597,4530,142.2,256.5,384.1,3003,6,2022,cattle3
2943,veg_C3C_02,C3C,6/21/2022,712410,4329198,2.5,NAW,cattle,3,0,414.5520325,0.103176556,4530,142.2,256.5,384.1,3003,6,2022,cattle3
2944,veg_C3C_03,C3C,6/21/2022,712661,4329387,3,ECB,cattle,3,0,418.3960266,0.034033152,4530,142.2,256.5,384.1,3003,6,2022,cattle3
2945,veg_C3C_04,C3C,6/21/2022,712090,4328645,3,NAW,cattle,3,0,436.7410278,0.17858968,4530,142.2,256.5,384.1,3003,6,2022,cattle3
2946,veg_C3C_05,C3C,6/21/2022,711720,4328732,4,ECB,cattle,3,0,440.539032,0.03818437,4530,142.2,256.5,384.1,3003,6,2022,cattle3
2947,veg_C3C_06,C3C,6/21/2022,712311,4329289,3,NAW,cattle,3,0,419.8790283,0.123535778,4530,142.2,256.5,384.1,3003,6,2022,cattle3
2948,veg_C3C_07,C3C,6/21/2022,711781,4328401,5,NAW,cattle,3,0,441.2190247,0.031299228,4530,142.2,256.5,384.1,3003,6,2022,cattle3
2949,veg_C3C_08,C3C,6/21/2022,712102,4329294,3.5,ECB,cattle,3,0,429.9460144,0.094043505,4530,142.2,256.5,384.1,3003,6,2022,cattle3
2950,veg_C3C_09,C3C,6/21/2022,711986,4329028,5,ECB,cattle,3,0,424.303009,0.199482608,4530,142.2,256.5,384.1,3003,6,2022,cattle3
2951,veg_C3SB_06,C3SB,6/22/2022,712708,4329513,6.5,MRB,cattle,3,1,420.0310059,0.020989664,4625,142.2,256.5,384.1,3004,6,2022,cattle3
2952,veg_C3SB_01,C3SB,6/22/2022,711214,4330975,10,MRB,cattle,3,1,407.36203,0.146388496,4530,142.2,256.5,384.1,3004,6,2022,cattle3
2953,veg_C3SB_10,C3SB,6/22/2022,711347,4330506,10,MRB,cattle,3,1,426.4620056,0.327005327,4530,142.2,256.5,384.1,3004,6,2022,cattle3
2954,veg_C3SB_02,C3SB,6/22/2022,711941,4330523,5,MRB,cattle,3,1,416.3660278,0.060720466,4530,142.2,256.5,384.1,3004,6,2022,cattle3
2955,veg_C3SB_03,C3SB,6/22/2022,711352,4330691,5,MRB,cattle,3,1,407.2060242,0.12081532,4530,142.2,256.5,384.1,3004,6,2022,cattle3
2956,veg_C3SB_04,C3SB,6/22/2022,711800,4330663,5,MRB,cattle,3,1,408.7140198,0.15186623,4530,142.2,256.5,384.1,3004,6,2022,cattle3
2957,veg_C3SB_05,C3SB,6/22/2022,711602,4331258,2,MRB,cattle,3,1,382.3270264,0.159544921,4590,142.2,256.5,384.1,3004,6,2022,cattle3
2958,veg_C3SB_07,C3SB,6/22/2022,711697,4330121,2,MRB,cattle,3,1,416.9270325,0.172608868,4530,142.2,256.5,384.1,3004,6,2022,cattle3
2959,veg_C3SB_08,C3SB,6/22/2022,711211,4330529,3.5,MRB,cattle,3,1,417.5550232,0.199830372,4530,142.2,256.5,384.1,3004,6,2022,cattle3
2960,veg_C3SB_09,C3SB,6/22/2022,711505,4330300,1.5,MRB,cattle,3,1,422.9440308,0.227738479,4530,142.2,256.5,384.1,3004,6,2022,cattle3
2961,veg_C3SC_01,C3SC,6/22/2022,712109,4331485,4,ECB,cattle,3,0,409.3800049,0.073670647,4530,142.2,256.5,384.1,3004,6,2022,cattle3
2962,veg_C3SC_10,C3SC,6/22/2022,712397,4332271,3,ECB,cattle,3,0,393.5460205,0.228276252,4550,142.2,256.5,384.1,3004,6,2022,cattle3
2963,veg_C3SC_02,C3SC,6/22/2022,712492,4331508,8,ECB,cattle,3,0,416.3140259,0.121028539,4530,142.2,256.5,384.1,3004,6,2022,cattle3
2964,veg_C3SC_03,C3SC,6/22/2022,712683,4332350,2,ECB,cattle,3,0,421.3980103,0.01965973,4625,142.2,256.5,384.1,3004,6,2022,cattle3
2965,veg_C3SC_04,C3SC,6/22/2022,712158,4331786,4,MRB,cattle,3,0,394.0260315,0.252640781,4590,142.2,256.5,384.1,3004,6,2022,cattle3
2966,veg_C3SC_05,C3SC,6/22/2022,711840,4332260,2,ECB,cattle,3,0,378.6150208,0.08442613,4550,142.2,256.5,384.1,3004,6,2022,cattle3
2967,veg_C3SC_06,C3SC,6/22/2022,712168,4332437,3,ECB,cattle,3,0,396.1530151,0.315933002,4550,142.2,256.5,384.1,3004,6,2022,cattle3
2968,veg_C3SC_07,C3SC,6/22/2022,712554,4332460,3,ECB,cattle,3,0,416.4940186,0.112698219,4530,142.2,256.5,384.1,3004,6,2022,cattle3
2969,veg_C3SC_08,C3SC,6/22/2022,712724,4332261,1,ECB,cattle,3,0,421.2420349,0.031113853,4625,142.2,256.5,384.1,3004,6,2022,cattle3
2970,veg_C3SC_09,C3SC,6/22/2022,712330,4331814,3,MRB,cattle,3,0,410.3710327,0.028465435,4530,142.2,256.5,384.1,3004,6,2022,cattle3
2971,veg_COA_10,COA,6/23/2022,713845,4335422,1.5,MDR,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3005,6,2022,cattle3
2972,veg_COA_02,COA,6/23/2022,713645,4335253,2,MDR,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3005,6,2022,cattle3
2973,veg_COA_03,COA,6/23/2022,713793,4335329,3,MDR,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3005,6,2022,cattle3
2974,veg_COA_04,COA,6/23/2022,713855,4335564,2,MDR,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3005,6,2022,cattle3
2975,veg_COA_06,COA,6/23/2022,713930,4335421,2,MDR,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3005,6,2022,cattle3
2976,veg_COA_07,COA,6/23/2022,713552,4335095,2,MDR,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3005,6,2022,cattle3
2977,veg_COA_08,COA,6/23/2022,713548,4335375,2,MDR,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3005,6,2022,cattle3
2978,veg_COB_01,COB,6/23/2022,713281,4334222,2,MRB,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3005,6,2022,cattle3
2979,veg_COB_10,COB,6/23/2022,713212,4334478,3,MRB,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3005,6,2022,cattle3
2980,veg_COB_02,COB,6/23/2022,713427,4334186,0,MRB,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3005,6,2022,cattle3
2981,veg_COB_03,COB,6/23/2022,713461,4334572,2,MRB,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3005,6,2022,cattle3
2982,veg_COB_04,COB,6/23/2022,712898,4334244,4,MRB,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3005,6,2022,cattle3
2983,veg_COB_5,COB,6/23/2022,713289,4334357,1,MRB,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3005,6,2022,cattle3
2984,veg_COB_06,COB,6/23/2022,713228,4334172,3.5,MRB,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3005,6,2022,cattle3
2985,veg_COB_07,COB,6/23/2022,713410,4334345,1,MRB,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3005,6,2022,cattle3
2986,veg_COB_09,COB,6/23/2022,713254,4334059,3,MRB,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3005,6,2022,cattle3
2987,veg_2D_01,2D,6/27/2022,711268,4328074,6,ENS,ungr,2,0,423.6660156,0.074501438,4783,142.2,256.5,384.1,3009,6,2022,ungr2
2988,veg_2D_10,2D,6/27/2022,711116,4328507,4,ENS,ungr,2,0,440.1140137,0.060271024,4530,142.2,256.5,384.1,3009,6,2022,ungr2
2989,veg_2D_02,2D,6/27/2022,711582,4328660,5,ENS,ungr,2,0,441.6190186,0.046433291,4530,142.2,256.5,384.1,3009,6,2022,ungr2
2990,veg_2D_03,2D,6/27/2022,711175,4328853,4.5,ENS,ungr,2,0,441.6470337,0.067503583,4530,142.2,256.5,384.1,3009,6,2022,ungr2
2991,veg_2D_04,2D,6/27/2022,711210,4328732,4,ENS,ungr,2,0,440.3670349,0.028111481,4530,142.2,256.5,384.1,3009,6,2022,ungr2
2992,veg_2D_05,2D,6/27/2022,711185,4328305,7.5,ENS,ungr,2,0,423.5380249,0.155509893,4530,142.2,256.5,384.1,3009,6,2022,ungr2
2993,veg_2D_06,2D,6/27/2022,711322,4328524,3,ENS,ungr,2,0,429.6460266,0.092840084,4530,142.2,256.5,384.1,3009,6,2022,ungr2
2994,veg_2D_07,2D,6/27/2022,711244,4327971,4.5,ENS,ungr,2,0,424.4310303,0.159947263,4530,142.2,256.5,384.1,3009,6,2022,ungr2
2995,veg_2D_08,2D,6/27/2022,711160,4328593,6,ENS,ungr,2,0,439.2820129,0.044513652,4530,142.2,256.5,384.1,3009,6,2022,ungr2
2996,veg_2D_09,2D,6/27/2022,711478,4328421,3,ENS,ungr,2,0,440.9520264,0.010447948,4530,142.2,256.5,384.1,3009,6,2022,ungr2
