,date,species,bands,sx,sy
761,5/22/2015,GRSP,KY-DS,711537,4330542
1422,7/21/2015,GRSP,KY-DS,711562,4330544
1675,4/25/2016,GRSP,KY-DS,711546,4330544
1696,5/6/2016,GRSP,KY-DS,711552,4330547
1704,5/7/2016,GRSP,KY-DS,711552,4330547
1410,7/21/2015,GRSP,KY-DS,711584,4330554
1799,5/25/2016,GRSP,KY-DS,711572,4330555
1838,5/25/2016,GRSP,KY-DS,711572,4330555
1822,5/25/2016,GRSP,KY-DS,711545,4330559
1829,5/25/2016,GRSP,KY-DS,711545,4330559
1808,5/25/2016,GRSP,KY-DS,711561,4330583
1832,5/25/2016,GRSP,KY-DS,711561,4330583
3565,6/4/2018,GRSP,KY-DS,711878,4330606
1521,7/25/2015,GRSP,KY-DS,713788,4335327
1508,7/25/2015,GRSP,KY-DS,713805,4335328
1488,7/25/2015,GRSP,KY-DS,713819,4335342
674,5/10/2015,GRSP,KY-OS,713571,4334297
691,5/11/2015,GRSP,KY-OS,713571,4334297
1380,7/17/2015,GRSP,KY-OS,713545,4334329
1553,7/27/2015,GRSP,KY-OS,713558,4334382
1370,7/17/2015,GRSP,KY-OS,713564,4334383
178,5/28/2014,GRSP,KY-PS,712313,4330250
84,5/10/2014,GRSP,KY-PS,712286,4330261
1398,7/21/2015,GRSP,KY-PS,711117,4330694
1400,7/21/2015,GRSP,KY-PS,711107,4330729
4125,5/22/2019,GRSP,KY-RS,711242,4331640
4295,6/13/2019,GRSP,KY-SD,711849,4329727
539,7/16/2014,GRSP,KY-SGx,713285,4334355
2952,6/15/2017,GRSP,KY-SP,711097,4330569
2944,6/15/2017,GRSP,KY-SP,711096,4330614
2945,6/15/2017,GRSP,KY-SP,711095,4330620
1728,5/10/2016,GRSP,KY-SP,711024,4330974
1773,5/20/2016,GRSP,KY-SW,712616,4330530
2967,6/17/2017,GRSP,KY-SY,712753,4329909
3172,7/14/2017,GRSP,KY-SY,712825,4330012
3171,7/14/2017,GRSP,KY-SY,712800,4330019
3170,7/14/2017,GRSP,KY-SY,712813,4330028
1825,5/25/2016,GRSP,KY-WS,712280,4330410
534,7/15/2014,GRSP,OA-KS,708263,4328361
992,6/19/2015,GRSP,OA-SA,708104,4331643
493,7/8/2014,GRSP,OA-WS,712451,4330366
853,6/2/2015,GRSP,OB-SA,712659,4329630
18,5/9/2014,GRSP,OB-SG,712486,4329356
46,5/9/2014,GRSP,OB-SG,712486,4329356
2789,6/2/2017,GRSP,OB-SW,707143,4329893
3294,8/7/2017,GRSP,OB-SW,707122,4329932
2248,6/23/2016,GRSP,OB-WS,711960,4328616
4761,6/16/2020,GRSP,OD-DS,711790,4332303
3931,7/23/2018,GRSP,OD-DS,711889,4332377
1106,6/29/2015,GRSP,OD-OS,712933,4334480
1006,6/22/2015,GRSP,OD-OS,712946,4334508
4726,6/11/2020,GRSP,OD-PS,707952,4328287
1393,7/18/2015,GRSP,OD-SA,711339,4330326
4292,6/12/2019,GRSP,OD-SB,713731,4335165
4290,6/12/2019,GRSP,OD-SB,713761,4335168
4284,6/12/2019,GRSP,OD-SB,713768,4335193
4251,6/8/2019,GRSP,OD-SG,712371,4332600
4510,7/12/2019,GRSP,OD-SG,712346,4332602
3519,5/31/2018,GRSP,OD-SK,712055,4329268
2617,5/5/2017,GRSP,OD-SV,712544,4330206
2607,5/2/2017,GRSP,OD-SV,712547,4330216
612,8/2/2014,GRSP,OD-WS,711534,4330128
1121,6/30/2015,GRSP,OD-WS,711859,4330136
4133,5/22/2019,GRSP,OD-YS,711271,4331537
4212,6/5/2019,GRSP,OG-BS,713691,4335109
4512,7/12/2019,GRSP,OG-BS,713671,4335147
2584,8/2/2016,GRSP,OG-DS,712915,4334443
4839,7/2/2020,GRSP,OG-GS,711840,4329117
2747,5/26/2017,GRSP,OG-GS,713619,4335040
2752,5/26/2017,GRSP,OG-GS,713624,4335045
2753,5/26/2017,GRSP,OG-GS,713615,4335047
139,5/21/2014,GRSP,OG-KS,711381,4330673
114,5/17/2014,GRSP,OG-KS,711364,4330694
4379,6/24/2019,GRSP,OG-KS,711285,4331902
4368,6/24/2019,GRSP,OG-KS,711312,4331922
4372,6/24/2019,GRSP,OG-KS,711288,4331934
1591,7/31/2015,GRSP,OG-OS,713879,4335489
1645,8/7/2015,GRSP,OG-OS,713879,4335489
81,5/10/2014,GRSP,OG-PS,712534,4330148
1014,6/23/2015,GRSP,OG-SA,713157,4334412
4690,6/1/2020,GRSP,OG-SB,713805,4335155
4694,6/2/2020,GRSP,OG-SB,713805,4335155
4693,6/1/2020,GRSP,OG-SB,713782,4335162
4692,6/1/2020,GRSP,OG-SB,713780,4335164
4798,6/23/2020,GRSP,OG-SB,713792,4335190
5004,7/31/2020,GRSP,OG-SB,713803,4335200
5005,7/31/2020,GRSP,OG-SB,713785,4335206
4210,6/5/2019,GRSP,OG-SB,713750,4335209
4424,6/28/2019,GRSP,OG-SB,713768,4335212
4995,7/31/2020,GRSP,OG-SB,713807,4335215
4423,6/28/2019,GRSP,OG-SB,713771,4335233
4418,6/28/2019,GRSP,OG-SB,713777,4335236
832,6/1/2015,GRSP,OG-SG,713275,4334431
1104,6/29/2015,GRSP,OG-SG,713242,4334447
1020,6/23/2015,GRSP,OG-SG,713312,4334494
1551,7/27/2015,GRSP,OG-SG,713326,4334523
916,6/10/2015,GRSP,OG-SK,712186,4329383
798,5/27/2015,GRSP,OG-SK,712206,4329388
928,6/12/2015,GRSP,OG-SK,712237,4329437
1342,7/16/2015,GRSP,OG-SK,712254,4329466
3863,7/11/2018,GRSP,OG-SO,711195,4331563
3729,6/23/2018,GRSP,OG-SO,711155,4331574
3994,7/28/2018,GRSP,OG-SP,712947,4334197
1600,8/3/2015,GRSP,OG-SY,711612,4329675
1247,7/8/2015,GRSP,OG-SY,711868,4330223
1640,8/7/2015,GRSP,OG-SY,711846,4330227
1532,7/26/2015,GRSP,OG-SY,711886,4330246
1648,8/8/2015,GRSP,OG-SY,711933,4330263
744,5/20/2015,GRSP,OG-WS,708566,4329110
320,6/11/2014,GRSP,OK-AS,708631,4329262
378,6/20/2014,GRSP,OK-AS,708526,4329299
3532,6/1/2018,GRSP,OK-DS,711781,4329411
3769,6/28/2018,GRSP,OK-DS,711840,4329433
3542,6/1/2018,GRSP,OK-DS,711775,4329436
3767,6/28/2018,GRSP,OK-DS,711856,4329438
3547,6/1/2018,GRSP,OK-DS,711758,4329444
3531,6/1/2018,GRSP,OK-DS,711777,4329484
3554,6/1/2018,GRSP,OK-DS,711796,4329490
3433,5/25/2018,GRSP,OK-DS,711758,4329493
3454,5/25/2018,GRSP,OK-DS,711774,4329500
1810,5/25/2016,GRSP,OK-DS,711183,4330575
2080,6/13/2016,GRSP,OK-DS,711353,4330624
1837,5/25/2016,GRSP,OK-DS,711227,4330628
1847,5/25/2016,GRSP,OK-DS,711227,4330628
1719,5/10/2016,GRSP,OK-DS,711193,4330632
1828,5/25/2016,GRSP,OK-DS,711323,4330645
1843,5/25/2016,GRSP,OK-DS,711323,4330645
1841,5/25/2016,GRSP,OK-DS,711226,4330658
2638,5/7/2017,GRSP,OK-DS,711241,4330881
2646,5/7/2017,GRSP,OK-DS,711241,4330881
2635,5/7/2017,GRSP,OK-DS,711255,4330882
2640,5/7/2017,GRSP,OK-DS,711255,4330882
2652,5/7/2017,GRSP,OK-DS,711242,4330890
2656,5/7/2017,GRSP,OK-DS,711242,4330890
2636,5/7/2017,GRSP,OK-DS,711255,4330895
2637,5/7/2017,GRSP,OK-DS,711255,4330895
2643,5/7/2017,GRSP,OK-DS,711260,4330920
2654,5/7/2017,GRSP,OK-DS,711260,4330920
623,5/2/2015,GRSP,OK-GS,712162,4329701
302,6/8/2014,GRSP,OK-KS,712436,4328858
1633,8/6/2015,GRSP,OK-OS,713211,4334408
1356,7/17/2015,GRSP,OK-OS,713231,4334429
1632,8/6/2015,GRSP,OK-OS,713202,4334437
1289,7/13/2015,GRSP,OK-OS,713258,4334451
1360,7/17/2015,GRSP,OK-OS,713228,4334453
1352,7/17/2015,GRSP,OK-OS,713217,4334454
4635,5/20/2020,GRSP,OK-PS,712502,4330193
954,6/13/2015,GRSP,OK-SA,711972,4329381
961,6/15/2015,GRSP,OK-SA,711972,4329381
3287,7/31/2017,GRSP,OK-SG,713644,4335263
3286,7/31/2017,GRSP,OK-SG,713623,4335297
3281,7/31/2017,GRSP,OK-SG,713640,4335312
2644,5/7/2017,GRSP,OK-SG,713645,4335449
2648,5/7/2017,GRSP,OK-SG,713645,4335449
2528,7/26/2016,GRSP,OK-SG,713850,4335558
3292,8/7/2017,GRSP,OK-SO,707053,4329913
1408,7/21/2015,GRSP,OK-WS,708076,4331622
816,5/31/2015,GRSP,OK-WS,708240,4331823
3672,6/19/2018,GRSP,OK-YS,712259,4331301
4002,4/24/2019,GRSP,OK-YS,712062,4331675
4987,7/30/2020,GRSP,OO-DS,712802,4331517
3250,7/21/2017,GRSP,OO-KS,711680,4330056
3073,7/4/2017,GRSP,OO-KS,712158,4330311
3069,7/4/2017,GRSP,OO-KS,712138,4330322
3070,7/4/2017,GRSP,OO-KS,712172,4330361
1639,8/7/2015,GRSP,OO-KS,712165,4330364
3151,7/10/2017,GRSP,OO-KS,712133,4330406
2990,6/26/2017,GRSP,OO-KS,713200,4334440
3000,6/26/2017,GRSP,OO-KS,713416,4334550
2997,6/26/2017,GRSP,OO-KS,713431,4334594
972,6/17/2015,GRSP,OO-OS,710874,4331522
4513,7/12/2019,GRSP,OO-PS,710283,4330776
1181,7/5/2015,GRSP,OO-SA,713596,4335084
4611,5/14/2020,GRSP,OO-SD,710014,4328996
505,7/9/2014,GRSP,OO-SO,712671,4328912
4823,6/25/2020,GRSP,OO-SP,713669,4335125
4852,7/6/2020,GRSP,OO-SP,713687,4335125
4850,7/6/2020,GRSP,OO-SP,713685,4335135
4864,7/6/2020,GRSP,OO-SP,713676,4335143
4888,7/8/2020,GRSP,OO-SP,713696,4335165
4958,7/25/2020,GRSP,OO-SP,713752,4335336
4960,7/25/2020,GRSP,OO-SP,713736,4335357
4964,7/25/2020,GRSP,OO-SP,713721,4335377
2740,5/25/2017,GRSP,OO-SR,711596,4329219
211,5/30/2014,GRSP,OO-SW,712565,4329013
49,5/9/2014,GRSP,OO-SW,712502,4329021
52,5/9/2014,GRSP,OO-SW,712502,4329021
108,5/17/2014,GRSP,OO-SW,712415,4329043
5002,7/31/2020,GRSP,OO-SY,710275,4327965
1598,8/3/2015,GRSP,OO-WS,711860,4329725
1495,7/25/2015,GRSP,OO-WS,711861,4329752
396,6/24/2014,GRSP,OO-WS,711930,4329870
848,6/2/2015,GRSP,OP-OS,712750,4329630
1561,7/28/2015,GRSP,OP-SA,712456,4330649
4910,7/13/2020,GRSP,OP-SD,711484,4328858
789,5/26/2015,GRSP,OP-SK,710686,4327822
4188,6/1/2019,GRSP,OP-WS,713540,4335519
4492,7/10/2019,GRSP,OP-WS,713500,4335529
4078,5/17/2019,GRSP,OP-WS,713549,4335558
4486,7/10/2019,GRSP,OP-WS,713503,4335572
4490,7/10/2019,GRSP,OP-WS,713526,4335585
4487,7/10/2019,GRSP,OP-WS,713536,4335592
4565,7/22/2019,GRSP,OP-WS,713541,4335694
8,5/2/2014,GRSP,OP-YS,708342,4328784
1210,7/6/2015,GRSP,OR-KS,711702,4329675
771,5/22/2015,GRSP,OR-KS,711703,4329703
222,5/31/2014,GRSP,OR-KS,711708,4329719
1511,7/25/2015,GRSP,OR-KS,711781,4329734
1541,7/27/2015,GRSP,OR-KS,711781,4329734
2577,7/29/2016,GRSP,OR-OS,711078,4330794
2642,5/7/2017,GRSP,OR-SA,711116,4330964
2657,5/7/2017,GRSP,OR-SA,711116,4330964
1311,7/16/2015,GRSP,OR-SA,713504,4335476
1260,7/11/2015,GRSP,OR-SA,713625,4335503
1325,7/16/2015,GRSP,OR-SA,713631,4335526
1323,7/16/2015,GRSP,OR-SA,713628,4335545
1326,7/16/2015,GRSP,OR-SA,713623,4335555
3215,7/18/2017,GRSP,OR-SK,711079,4328247
593,7/27/2014,GRSP,OR-SK,711751,4329692
720,5/17/2015,GRSP,OR-SW,713588,4335383
1081,6/27/2015,GRSP,OR-SW,713570,4335489
3209,7/17/2017,GRSP,OR-WS,707779,4328539
3081,7/6/2017,GRSP,OR-WS,707764,4328548
3088,7/6/2017,GRSP,OR-WS,707791,4328554
3206,7/17/2017,GRSP,OR-WS,707789,4328554
3214,7/17/2017,GRSP,OR-WS,707773,4328562
3089,7/6/2017,GRSP,OR-WS,707742,4328617
2503,7/21/2016,GRSP,OR-WS,707719,4328693
2737,5/24/2017,GRSP,OR-WS,707588,4328701
2733,5/24/2017,GRSP,OR-WS,707605,4328747
583,7/24/2014,GRSP,OS-AA,711916,4330263
1760,5/18/2016,GRSP,OS-BP,710951,4330386
3316,5/11/2018,GRSP,OS-BR,711659,4329836
3501,5/29/2018,GRSP,OS-BR,711599,4329927
3503,5/29/2018,GRSP,OS-BR,711638,4329937
3502,5/29/2018,GRSP,OS-BR,711641,4329967
905,6/8/2015,GRSP,OS-BW,708338,4328298
4272,6/11/2019,GRSP,OS-DB,712220,4330105
4273,6/11/2019,GRSP,OS-DB,712219,4330105
4275,6/11/2019,GRSP,OS-DB,712219,4330105
4017,5/4/2019,GRSP,OS-DB,708536,4340936
2031,6/7/2016,GRSP,OS-DD,711935,4330045
125,5/20/2014,GRSP,OS-DG,708480,4328880
381,6/22/2014,GRSP,OS-DG,708479,4328884
12,5/2/2014,GRSP,OS-DG,708478,4328890
130,5/20/2014,GRSP,OS-DG,708474,4328907
488,7/7/2014,GRSP,OS-DG,708481,4328917
490,7/7/2014,GRSP,OS-DG,708495,4328927
2033,6/7/2016,GRSP,OS-DG,708377,4328941
2042,6/7/2016,GRSP,OS-DG,708377,4328941
231,6/2/2014,GRSP,OS-DO,712225,4329868
3630,6/12/2018,GRSP,OS-DP,712553,4330143
3963,7/25/2018,GRSP,OS-DR,711696,4329820
3971,7/25/2018,GRSP,OS-DR,711712,4329845
237,6/2/2014,GRSP,OS-DR,712514,4329879
2779,6/2/2017,GRSP,OS-DR,711192,4331322
2781,6/2/2017,GRSP,OS-DR,711247,4331343
2804,6/2/2017,GRSP,OS-DR,711254,4331343
2784,6/2/2017,GRSP,OS-DR,711284,4331354
4103,5/18/2019,GRSP,OS-DW,711128,4330964
4097,5/18/2019,GRSP,OS-DW,711128,4331281
4090,5/18/2019,GRSP,OS-DW,710812,4331282
705,5/13/2015,GRSP,OS-DW,713892,4335398
711,5/13/2015,GRSP,OS-DW,713892,4335398
888,6/8/2015,GRSP,OS-DW,713746,4335457
898,6/8/2015,GRSP,OS-DW,713727,4335468
978,6/17/2015,GRSP,OS-DW,713727,4335468
4214,6/6/2019,GRSP,OS-GD,711447,4328791
4800,6/24/2020,GRSP,OS-GD,712738,4329156
4811,6/24/2020,GRSP,OS-GD,712736,4329160
4806,6/24/2020,GRSP,OS-GD,712745,4329174
4555,7/18/2019,GRSP,OS-GD,711597,4329586
2254,6/25/2016,GRSP,OS-GK,712549,4328872
2301,6/27/2016,GRSP,OS-GK,712403,4328926
2295,6/27/2016,GRSP,OS-GK,712421,4328950
186,5/28/2014,GRSP,OS-GO,712517,4330156
190,5/28/2014,GRSP,OS-GO,712556,4330168
2701,5/18/2017,GRSP,OS-GW,713313,4334382
2690,5/18/2017,GRSP,OS-GW,713287,4334398
2922,6/15/2017,GRSP,OS-GW,713331,4334543
2741,5/25/2017,GRSP,OS-GY,712074,4329399
3938,7/23/2018,GRSP,OS-KO,712296,4331855
4178,5/29/2019,GRSP,OS-KP,708265,4329928
2218,6/22/2016,GRSP,OS-KR,711163,4330937
2217,6/22/2016,GRSP,OS-KR,711144,4330953
2228,6/22/2016,GRSP,OS-KR,711154,4330962
2376,7/6/2016,GRSP,OS-KR,711162,4330982
1946,6/4/2016,GRSP,OS-KR,711183,4331014
1941,6/4/2016,GRSP,OS-KR,711180,4331020
2090,6/15/2016,GRSP,OS-KR,711182,4331034
1981,6/4/2016,GRSP,OS-KR,711210,4331076
2550,7/27/2016,GRSP,OS-KR,711218,4331169
2547,7/27/2016,GRSP,OS-KR,711229,4331174
2500,7/19/2016,GRSP,OS-KR,711225,4331196
2540,7/27/2016,GRSP,OS-KR,711230,4331209
496,7/8/2014,GRSP,OS-KR,711217,4331210
2477,7/19/2016,GRSP,OS-KR,711233,4331226
2459,7/19/2016,GRSP,OS-KR,711241,4331255
3126,7/10/2017,GRSP,OS-KR,711234,4331255
3135,7/10/2017,GRSP,OS-KR,711233,4331268
3242,7/21/2017,GRSP,OS-KR,711235,4331272
3244,7/21/2017,GRSP,OS-KR,711237,4331290
3243,7/21/2017,GRSP,OS-KR,711219,4331293
3726,6/23/2018,GRSP,OS-KR,713496,4334438
2862,6/8/2017,GRSP,OS-KY,711760,4329837
2060,6/9/2016,GRSP,OS-OD,713861,4335288
1976,6/4/2016,GRSP,OS-OD,713943,4335317
1985,6/4/2016,GRSP,OS-OD,713952,4335336
1881,5/27/2016,GRSP,OS-OD,713891,4335348
1984,6/4/2016,GRSP,OS-OD,713963,4335363
512,7/12/2014,GRSP,OS-OG,712676,4329496
2574,7/28/2016,GRSP,OS-OO,711800,4329747
4049,5/14/2019,GRSP,OS-OR,712734,4332465
1772,5/19/2016,GRSP,OS-PB,712633,4329169
442,7/2/2014,GRSP,OS-PB,712478,4329190
443,7/2/2014,GRSP,OS-PB,712466,4329212
24,5/9/2014,GRSP,OS-PB,712523,4329214
42,5/9/2014,GRSP,OS-PB,712523,4329214
451,7/2/2014,GRSP,OS-PB,712480,4329229
3199,7/15/2017,GRSP,OS-PO,710523,4328329
4835,7/2/2020,GRSP,OS-PP,711808,4328515
3057,7/1/2017,GRSP,OS-RB,706647,4329751
3053,7/1/2017,GRSP,OS-RP,711228,4331227
4764,6/18/2020,GRSP,OS-RR,712157,4330680
1890,5/28/2016,GRSP,OS-RW,709620,4328631
4794,6/23/2020,GRSP,OS-RY,711394,4330589
4629,5/20/2020,GRSP,OS-RY,711385,4330628
3400,5/22/2018,GRSP,OS-WK,712771,4331096
3405,5/22/2018,GRSP,OS-WK,712785,4331119
3406,5/22/2018,GRSP,OS-WK,712765,4331156
3208,7/17/2017,GRSP,OS-WK,712481,4331447
921,6/10/2015,GRSP,OS-WO,712744,4328894
4366,6/24/2019,GRSP,OS-WP,711430,4330619
4369,6/24/2019,GRSP,OS-WP,711413,4330620
4364,6/24/2019,GRSP,OS-WP,711447,4330636
2155,6/20/2016,GRSP,OS-WP,713341,4334415
2156,6/20/2016,GRSP,OS-WP,713348,4334431
2102,6/16/2016,GRSP,OS-WP,713369,4334453
2153,6/20/2016,GRSP,OS-WP,713380,4334454
4226,6/7/2019,GRSP,OS-WW,711440,4330651
4229,6/7/2019,GRSP,OS-WW,711448,4330652
4231,6/7/2019,GRSP,OS-WW,711447,4330669
4202,6/4/2019,GRSP,OS-WW,711424,4330714
4067,5/15/2019,GRSP,OS-WW,711577,4331026
1844,5/25/2016,GRSP,OS-YO,712555,4329571
2440,7/18/2016,GRSP,OS-YO,712510,4329608
1804,5/25/2016,GRSP,OS-YO,712529,4329619
2448,7/18/2016,GRSP,OS-YO,712488,4329631
2442,7/18/2016,GRSP,OS-YO,712504,4329632
2292,6/27/2016,GRSP,OS-YO,712526,4329689
1596,8/3/2015,GRSP,OS-YY,712469,4329654
1238,7/8/2015,GRSP,OS-YY,711836,4329705
1283,7/13/2015,GRSP,OS-YY,711849,4329721
1168,7/3/2015,GRSP,OS-YY,711845,4329724
1464,7/22/2015,GRSP,OS-YY,711781,4329734
1257,7/10/2015,GRSP,OS-YY,711864,4329747
1190,7/6/2015,GRSP,OS-YY,711847,4329748
1494,7/25/2015,GRSP,OS-YY,711861,4329752
1298,7/15/2015,GRSP,OS-YY,711885,4329756
1383,7/17/2015,GRSP,OS-YY,711885,4329756
1142,7/2/2015,GRSP,OS-YY,711862,4329771
1150,7/2/2015,GRSP,OS-YY,711848,4329779
1480,7/24/2015,GRSP,OS-YY,711889,4329790
574,7/22/2014,GRSP,OW-DS,710969,4328668
4661,5/27/2020,GRSP,OW-OS,712493,4329983
2089,6/15/2016,GRSP,OW-OS,712340,4331834
4026,5/4/2019,GRSP,OW-OSx,712340,4329982
4567,7/23/2019,GRSP,OW-OSx,712556,4330147
4974,7/29/2020,GRSP,OW-RS,712046,4329792
647,5/9/2015,GRSP,OW-RS,712437,4330438
1536,7/26/2015,GRSP,OW-RS,712388,4330445
2973,6/20/2017,GRSP,OW-SA,707118,4329946
2970,6/20/2017,GRSP,OW-SA,707106,4329956
2976,6/20/2017,GRSP,OW-SA,707080,4329957
1164,7/3/2015,GRSP,OW-SA,713829,4335313
839,6/1/2015,GRSP,OW-SK,712610,4329480
1339,7/16/2015,GRSP,OW-SK,711611,4329694
377,6/20/2014,GRSP,OW-WS,708526,4329299
3738,6/26/2018,GRSP,OY-SR,711657,4329972
2884,6/9/2017,GRSP,OY-SW,711471,4330341
2885,6/9/2017,GRSP,OY-SW,711538,4330359
2415,7/11/2016,GRSP,OY-SW,711532,4330396
2465,7/19/2016,GRSP,OY-SW,711529,4330421
2462,7/19/2016,GRSP,OY-SW,711531,4330432
2414,7/11/2016,GRSP,OY-SW,711519,4330438
2486,7/19/2016,GRSP,OY-SW,711507,4330444
2236,6/22/2016,GRSP,OY-SW,711533,4330452
2422,7/11/2016,GRSP,OY-SW,711543,4330458
2221,6/22/2016,GRSP,OY-SW,711505,4330467
1972,6/4/2016,GRSP,OY-SW,711498,4330469
1819,5/25/2016,GRSP,OY-SW,711486,4330476
1840,5/25/2016,GRSP,OY-SW,711486,4330476
1694,5/6/2016,GRSP,OY-SW,711466,4330477
1714,5/7/2016,GRSP,OY-SW,711466,4330477
2070,6/10/2016,GRSP,OY-SW,711513,4330484
1807,5/25/2016,GRSP,OY-SW,711481,4330492
1815,5/25/2016,GRSP,OY-SW,711481,4330492
1700,5/7/2016,GRSP,OY-SW,711469,4330495
1710,5/7/2016,GRSP,OY-SW,711469,4330495
2230,6/22/2016,GRSP,OY-SW,711554,4330498
1674,4/25/2016,GRSP,OY-SW,711485,4330500
1814,5/25/2016,GRSP,OY-SW,711508,4330506
1818,5/25/2016,GRSP,OY-SW,711508,4330506
2238,6/22/2016,GRSP,OY-SW,711534,4330506
1692,5/6/2016,GRSP,OY-SW,711461,4330509
1708,5/7/2016,GRSP,OY-SW,711461,4330509
2133,6/18/2016,GRSP,OY-SW,711532,4330518
2063,6/10/2016,GRSP,OY-SW,711561,4330525
2140,6/18/2016,GRSP,OY-SW,711520,4330528
615,8/2/2014,GRSP,OY-SW,711448,4330532
2144,6/18/2016,GRSP,OY-SW,711512,4330545
2586,8/2/2016,GRSP,OY-SY,712895,4334356
477,7/3/2014,GRSP,OY-WS,712000,4329027
963,6/15/2015,GRSP,PA-SA,712191,4329415
2531,7/26/2016,GRSP,PA-SD,713517,4335329
2094,6/15/2016,GRSP,PA-WS,713305,4334326
531,7/15/2014,GRSP,PA-WS,713412,4334348
3318,5/12/2018,GRSP,PA-YS,711529,4330387
5022,8/1/2020,GRSP,PB-SO,713081,4334423
5013,8/1/2020,GRSP,PB-SO,713074,4334430
5017,8/1/2020,GRSP,PB-SO,713068,4334432
4680,5/30/2020,GRSP,PB-SO,713257,4334559
878,6/6/2015,GRSP,PB-SP,707173,4330076
1662,8/13/2015,GRSP,PB-SP,707110,4330131
1664,8/13/2015,GRSP,PB-SP,707159,4330148
1665,8/13/2015,GRSP,PB-SP,707124,4330194
4634,5/20/2020,GRSP,PD-PS,712593,4330066
4699,6/3/2020,GRSP,PD-PS,712441,4330110
128,5/20/2014,GRSP,PD-SB,711449,4330818
138,5/21/2014,GRSP,PD-SB,711449,4330818
423,6/29/2014,GRSP,PD-SB,711553,4330893
2384,7/8/2016,GRSP,PD-SG,711754,4328731
4279,6/11/2019,GRSP,PD-SK,711078,4328570
4305,6/15/2019,GRSP,PD-SK,711063,4328591
4298,6/15/2019,GRSP,PD-SK,711073,4328612
4315,6/15/2019,GRSP,PD-SK,711066,4328639
3228,7/19/2017,GRSP,PD-SO,711450,4328723
2960,6/16/2017,GRSP,PD-SR,712310,4328776
2961,6/16/2017,GRSP,PD-SR,712329,4328791
2964,6/16/2017,GRSP,PD-SR,712324,4328816
2260,6/25/2016,GRSP,PD-SR,712252,4328908
2298,6/27/2016,GRSP,PD-SR,712270,4328911
1693,5/6/2016,GRSP,PD-SW,712025,4332000
2043,6/7/2016,GRSP,PD-SY,711304,4331378
2087,6/15/2016,GRSP,PD-SY,711269,4331427
2373,7/6/2016,GRSP,PD-SY,711256,4331433
3654,6/18/2018,GRSP,PD-SY,710960,4331553
3653,6/18/2018,GRSP,PD-SY,710968,4331560
3650,6/18/2018,GRSP,PD-SY,710972,4331571
435,7/1/2014,GRSP,PD-WS,712001,4328225
432,6/30/2014,GRSP,PD-WS,711638,4328308
418,6/28/2014,GRSP,PD-WS,711612,4328360
404,6/26/2014,GRSP,PD-WS,711552,4328389
420,6/29/2014,GRSP,PG-DS,710985,4330655
305,6/8/2014,GRSP,PG-DS,711052,4330677
469,7/3/2014,GRSP,PG-DS,711039,4330758
675,5/10/2015,GRSP,PG-RS,713616,4334241
684,5/11/2015,GRSP,PG-RS,713616,4334241
2389,7/8/2016,GRSP,PG-SG,713373,4334423
2395,7/8/2016,GRSP,PG-SG,713374,4334426
2242,6/23/2016,GRSP,PG-SG,713253,4334545
4043,5/13/2019,GRSP,PG-SK,710873,4330191
596,7/27/2014,GRSP,PG-SR,712167,4329724
205,5/30/2014,GRSP,PG-SR,712336,4330014
981,6/17/2015,GRSP,PG-WS,710806,4331682
2863,6/8/2017,GRSP,PK-AS,711760,4329837
2092,6/15/2016,GRSP,PK-SA,712357,4332593
3306,5/10/2018,GRSP,PK-SG,708127,4328806
3594,6/8/2018,GRSP,PK-SG,712562,4330133
3595,6/8/2018,GRSP,PK-SG,712559,4330143
834,6/1/2015,GRSP,PK-SK,712546,4329453
1767,5/19/2016,GRSP,PK-SR,712524,4329230
1790,5/23/2016,GRSP,PK-SR,712438,4331796
1791,5/23/2016,GRSP,PK-SR,712428,4331807
1786,5/23/2016,GRSP,PK-SR,712742,4332406
3033,6/27/2017,GRSP,PK-SW,713839,4335317
3021,6/27/2017,GRSP,PK-SW,713852,4335322
2980,6/21/2017,GRSP,PK-SW,713864,4335325
2984,6/21/2017,GRSP,PK-SW,713864,4335325
3034,6/27/2017,GRSP,PK-SW,713865,4335332
3043,6/27/2017,GRSP,PK-SW,713871,4335349
3464,5/25/2018,GRSP,PK-SY,711057,4330773
3428,5/25/2018,GRSP,PK-SY,711088,4330794
3445,5/25/2018,GRSP,PK-SY,711054,4330796
3450,5/25/2018,GRSP,PK-SY,711072,4330802
1221,7/7/2015,GRSP,PK-WS,713752,4335251
3111,7/8/2017,GRSP,PK-WS,713814,4335304
3093,7/8/2017,GRSP,PK-WS,713886,4335317
3098,7/8/2017,GRSP,PK-WS,713898,4335347
902,6/8/2015,GRSP,PK-WS,713575,4335545
976,6/17/2015,GRSP,PK-WS,713575,4335545
900,6/8/2015,GRSP,PK-WS,713646,4335577
784,5/26/2015,GRSP,PK-WS,713523,4335597
4061,5/15/2019,GRSP,PK-YS,707432,4326964
4053,5/15/2019,GRSP,PK-YS,707430,4327359
4055,5/15/2019,GRSP,PK-YS,707179,4327360
4022,5/4/2019,GRSP,PK-YS,712486,4329892
299,6/8/2014,GRSP,PO-DS,711118,4330660
353,6/16/2014,GRSP,PO-DS,711086,4330716
3869,7/14/2018,GRSP,PO-KS,713486,4334322
3727,6/23/2018,GRSP,PO-KS,713444,4334359
3928,7/23/2018,GRSP,PO-KS,713444,4334378
