Point,Type,PlotName,Date,PositionX,PositionY,VegPlotLocation,%LiveGrass,%LiveForb,%Shrub,%DeadGrass,%OtherDead,%Litter,%Bare,Observer
C3A-SKW-38E,Nest,C3A,10-Jul-17,711958,4329842,W,26,18,0,43,0,8,5,NAB
C3SA-NAB-18G,Nest,C3SA,10-Jul-17,711078,4328246,Center,22,8,0,6,0,1,52,NAB
C3SA-NAB-18G,Nest,C3SA,10-Jul-17,711078,4328246,N,24,16,0,8,0,1,51,NAB
C3SA-NAB-18G,Nest,C3SA,10-Jul-17,711078,4328246,E,17,2,0,3,0,2,76,NAB
C3SA-NAB-18G,Nest,C3SA,10-Jul-17,711078,4328246,S,20,6,0,4,0,2,68,NAB
C3SA-NAB-18G,Nest,C3SA,10-Jul-17,711078,4328246,W,14,18,0,3,0,1,64,NAB
C3SB-DCS-27D,Nest,C3SB,10-Jul-17,711535,4330849,Center,4,12,27,12,2,3,27,NAB
C3SB-DCS-27D,Nest,C3SB,10-Jul-17,711535,4330849,N,13,22,0,25,2,7,31,NAB
C3SB-DCS-27D,Nest,C3SB,10-Jul-17,711535,4330849,E,12,24,0,31,3,5,26,NAB
C3SB-DCS-27D,Nest,C3SB,10-Jul-17,711535,4330849,S,26,7,0,32,0,6,29,NAB
C3SB-DCS-27D,Nest,C3SB,10-Jul-17,711535,4330849,W,8,10,0,42,0,6,34,NAB
COA-BRR-14G,Nest,COA,11-Jul-17,713410,4334387,Center,32,20,0,4,0,5,31,BRR
COA-BRR-14G,Nest,COA,11-Jul-17,713410,4334387,N,45,5,0,5,0,2,43,BRR
COA-BRR-14G,Nest,COA,11-Jul-17,713410,4334387,E,12,15,0,6,0,25,42,BRR
COA-BRR-14G,Nest,COA,11-Jul-17,713410,4334387,S,39,4,0,3,0,2,52,BRR
COA-BRR-14G,Nest,COA,11-Jul-17,713410,4334387,W,24,10,0,5,0,15,46,BRR
COA-SKW-36E,Nest,COA,11-Jul-17,711785,4329757,Center,16,31,0,2,1,3,34,BRR
COA-SKW-36E,Nest,COA,11-Jul-17,711785,4329757,N,32,24,0,7,0,9,28,BRR
COA-SKW-36E,Nest,COA,11-Jul-17,711785,4329757,E,26,2,0,4,0,6,62,BRR
COA-SKW-36E,Nest,COA,11-Jul-17,711785,4329757,S,12,32,0,1,0,5,50,BRR
COA-SKW-36E,Nest,COA,11-Jul-17,711785,4329757,W,10,40,0,1,0,3,46,BRR
COA-AB-39D,Nest,COA,11-Jul-17,713555,4335340,Center,12,59,0,5,0,7,8,BRR
COA-AB-39D,Nest,COA,11-Jul-17,713555,4335340,N,15,4,0,1,0,1,79,BRR
COA-AB-39D,Nest,COA,11-Jul-17,713555,4335340,E,30,0,0,2,0,6,62,BRR
COA-AB-39D,Nest,COA,11-Jul-17,713555,4335340,S,14,19,0,2,0,7,58,BRR
COA-AB-39D,Nest,COA,11-Jul-17,713555,4335340,W,28,16,0,4,0,3,49,BRR
COA-SKW-34D,Nest,COA,11-Jul-17,713580,4335417,Center,33,41,0,9,0,6,11,BRR
COA-SKW-34D,Nest,COA,11-Jul-17,713580,4335417,N,25,2,0,2,0,6,65,BRR
COA-SKW-34D,Nest,COA,11-Jul-17,713580,4335417,E,18,1,0,8,0,5,68,BRR
COA-SKW-34D,Nest,COA,11-Jul-17,713580,4335417,S,23,1,0,4,0,2,70,BRR
COA-SKW-34D,Nest,COA,11-Jul-17,713580,4335417,W,27,1,0,1,0,3,68,BRR
COB-NAB-21D,Nest,COB,11-Jul-17,713434,4334491,Center,31,41,0,4,0,4,20,BRR
COB-NAB-21D,Nest,COB,11-Jul-17,713434,4334491,N,35,8,0,4,0,7,46,BRR
COB-NAB-21D,Nest,COB,11-Jul-17,713434,4334491,E,22,38,0,1,0,5,34,BRR
COB-NAB-21D,Nest,COB,11-Jul-17,713434,4334491,S,32,23,0,2,0,9,34,BRR
COB-NAB-21D,Nest,COB,11-Jul-17,713434,4334491,W,42,0,0,3,0,8,47,BRR
COB-DCS-33D,Nest,COB,11-Jul-17,713250,4334319,Center,19,34,0,10,0,9,28,NAB
COB-DCS-33D,Nest,COB,11-Jul-17,713250,4334319,N,17,32,0,2,0,4,45,NAB
COB-DCS-33D,Nest,COB,11-Jul-17,713250,4334319,E,33,14,0,1,0,2,50,NAB
COB-DCS-33D,Nest,COB,11-Jul-17,713250,4334319,S,27,36,0,3,0,2,32,NAB
COB-DCS-33D,Nest,COB,11-Jul-17,713250,4334319,W,34,12,0,1,0,3,50,NAB
COB-NAB-5D,Nest,COB,11-Jul-17,713470,4334391,Center,12,0,0,0,1,3,84,BRR
COB-NAB-5D,Nest,COB,11-Jul-17,713470,4334391,N,14,20,0,2,0,6,58,BRR
COB-NAB-5D,Nest,COB,11-Jul-17,713470,4334391,E,17,6,0,0,2,2,73,BRR
COB-NAB-5D,Nest,COB,11-Jul-17,713470,4334391,S,13,3,0,0,2,1,81,BRR
COB-NAB-5D,Nest,COB,11-Jul-17,713470,4334391,W,11,0,0,0,0,2,87,BRR
COA-DCA-7E,Nest,COA,11-Jul-17,713531,4335478,Center,16,9,0,13,0,8,40,BRR
COA-DCA-7E,Nest,COA,11-Jul-17,713531,4335478,N,17,5,0,12,0,8,58,BRR
COA-DCA-7E,Nest,COA,11-Jul-17,713531,4335478,E,21,11,0,1,0,6,61,BRR
COA-DCA-7E,Nest,COA,11-Jul-17,713531,4335478,S,20,4,0,3,0,9,64,BRR
COA-DCA-7E,Nest,COA,11-Jul-17,713531,4335478,W,27,9,0,14,0,8,42,BRR
COA-BRR-8D,Nest,COA,11-Jul-17,713738,4335330,Center,16,27,0,4,0,10,34,BRR
COA-BRR-8D,Nest,COA,11-Jul-17,713738,4335330,N,45,11,0,20,0,12,12,BRR
COA-BRR-8D,Nest,COA,11-Jul-17,713738,4335330,E,22,18,0,1,0,2,57,BRR
COA-BRR-8D,Nest,COA,11-Jul-17,713738,4335330,S,37,5,0,10,0,8,40,BRR
COA-BRR-8D,Nest,COA,11-Jul-17,713738,4335330,W,35,0,0,2,0,6,57,BRR
COA-NAB-16D,Nest,COA,11-Jul-17,713839,4335557,Center,21,40,0,5,0,10,16,BRR
COA-NAB-16D,Nest,COA,11-Jul-17,713839,4335557,N,22,19,0,2,0,9,48,BRR
COA-NAB-16D,Nest,COA,11-Jul-17,713839,4335557,E,18,25,0,1,0,4,52,BRR
COA-NAB-16D,Nest,COA,11-Jul-17,713839,4335557,S,20,30,0,3,0,8,39,BRR
COA-NAB-16D,Nest,COA,11-Jul-17,713839,4335557,W,24,2,0,2,0,2,70,BRR
COB-DCS-40D,Nest,COB,11-Jul-17,713393,4334435,Center,21,25,0,15,0,12,20,BRR
COB-DCS-40D,Nest,COB,11-Jul-17,713393,4334435,N,12,3,0,40,0,6,39,BRR
COB-DCS-40D,Nest,COB,11-Jul-17,713393,4334435,E,31,15,0,11,0,3,40,BRR
COB-DCS-40D,Nest,COB,11-Jul-17,713393,4334435,S,28,6,0,3,0,10,53,BRR
COB-DCS-40D,Nest,COB,11-Jul-17,713393,4334435,W,34,8,0,10,0,2,46,BRR
C3SC-DCS-35G,Nest,C3SC,12-Jul-17,712421,4332620,Center,33,16,0,30,0,8,13,DCS
C3SC-DCS-35G,Nest,C3SC,12-Jul-17,712421,4332620,N,28,7,0,51,1,8,5,DCS
C3SC-DCS-35G,Nest,C3SC,12-Jul-17,712421,4332620,E,18,6,0,67,0,3,6,DCS
C3SC-DCS-35G,Nest,C3SC,12-Jul-17,712421,4332620,S,7,8,0,47,1,1,36,DCS
C3SC-DCS-35G,Nest,C3SC,12-Jul-17,712421,4332620,W,11,7,0,77,0,2,3,DCS
C3SC-SKW-35D,Nest,C3SC,12-Jul-17,712670,4332528,Center,0,90,0,5,0,5,0,DCS
C3SC-SKW-35D,Nest,C3SC,12-Jul-17,712670,4332528,N,22,7,0,17,0,6,48,DCS
C3SC-SKW-35D,Nest,C3SC,12-Jul-17,712670,4332528,E,5,2,0,61,0,11,21,DCS
C3SC-SKW-35D,Nest,C3SC,12-Jul-17,712670,4332528,S,4,2,0,86,0,8,0,DCS
C3SC-SKW-35D,Nest,C3SC,12-Jul-17,712670,4332528,W,38,2,0,42,0,2,16,DCS
C3SC-SKW-39G,Nest,C3SC,12-Jul-17,712449,4331482,Center,57,4,8,6,0,12,13,DCS
C3SC-SKW-39G,Nest,C3SC,12-Jul-17,712449,4331482,N,27,4,9,47,0,4,9,DCS
C3SC-SKW-39G,Nest,C3SC,12-Jul-17,712449,4331482,E,25,2,0,28,0,2,43,DCS
C3SC-SKW-39G,Nest,C3SC,12-Jul-17,712449,4331482,S,6,2,0,55,0,1,36,DCS
C3SC-SKW-39G,Nest,C3SC,12-Jul-17,712449,4331482,W,13,6,18,11,0,5,47,DCS
C3A-SKW-30D,Nest,C3A,12-Jul-17,712564,4330453,Center,9,1,56,28,0,6,0,DCS
C3A-SKW-30D,Nest,C3A,12-Jul-17,712564,4330453,N,24,3,0,4,0,3,66,DCS
C3A-SKW-30D,Nest,C3A,12-Jul-17,712564,4330453,E,10,3,17,64,0,1,5,DCS
C3A-SKW-30D,Nest,C3A,12-Jul-17,712564,4330453,S,7,3,0,7,0,3,80,DCS
C3A-SKW-30D,Nest,C3A,12-Jul-17,712564,4330453,W,22,4,3,61,0,4,6,DCS
COB-NAB-20G,Nest,COB,12-Jul-17,713089,4334425,Center,27,33,0,3,4,6,20,BRR
COB-NAB-20G,Nest,COB,12-Jul-17,713089,4334425,N,28,19,0,3,0,7,43,BRR
COB-NAB-20G,Nest,COB,12-Jul-17,713089,4334425,E,32,0,0,1,0,5,62,BRR
COB-NAB-20G,Nest,COB,12-Jul-17,713089,4334425,S,26,4,0,0,0,3,67,BRR
COB-NAB-20G,Nest,COB,12-Jul-17,713089,4334425,W,23,1,0,0,0,3,73,BRR
COB-NAB-17D,Nest,COB,12-Jul-17,713368,4334336,Center,17,46,0,2,0,8,20,BRR
COB-NAB-17D,Nest,COB,12-Jul-17,713368,4334336,N,32,6,0,4,0,12,46,BRR
COB-NAB-17D,Nest,COB,12-Jul-17,713368,4334336,E,22,0,0,1,0,2,75,BRR
COB-NAB-17D,Nest,COB,12-Jul-17,713368,4334336,S,35,1,0,0,0,4,64,BRR
COB-NAB-17D,Nest,COB,12-Jul-17,713368,4334336,W,29,13,0,12,0,10,36,BRR
COB-NAB-6D,Nest,COB,12-Jul-17,713465,4334182,Center,21,29,3,7,0,3,29,BRR
COB-NAB-6D,Nest,COB,12-Jul-17,713465,4334182,N,20,17,9,13,0,17,33,BRR
COB-NAB-6D,Nest,COB,12-Jul-17,713465,4334182,E,39,1,5,0,0,10,45,BRR
COB-NAB-6D,Nest,COB,12-Jul-17,713465,4334182,S,14,15,6,16,1,12,46,BRR
COB-NAB-6D,Nest,COB,12-Jul-17,713465,4334182,W,8,12,10,6,2,20,42,BRR
COB-KET-4G,Nest,COB,12-Jul-17,713265,4334357,Center,23,30,0,2,0,9,29,BRR
COB-KET-4G,Nest,COB,12-Jul-17,713265,4334357,N,15,7,0,0,0,11,67,BRR
COB-KET-4G,Nest,COB,12-Jul-17,713265,4334357,E,15,43,0,1,0,8,33,BRR
COB-KET-4G,Nest,COB,12-Jul-17,713265,4334357,S,19,2,0,0,0,4,75,BRR
COB-KET-4G,Nest,COB,12-Jul-17,713265,4334357,W,17,18,0,0,0,7,58,BRR
C3A-NAB-11E,Nest,C3A,12-Jul-17,712697,4330366,Center,31,1,6,46,2,14,0,DCS
C3A-NAB-11E,Nest,C3A,12-Jul-17,712697,4330366,N,7,3,13,56,0,2,19,DCS
C3A-NAB-11E,Nest,C3A,12-Jul-17,712697,4330366,E,14,2,19,16,0,3,46,DCS
C3A-NAB-11E,Nest,C3A,12-Jul-17,712697,4330366,S,13,0,3,78,0,2,4,DCS
C3A-NAB-11E,Nest,C3A,12-Jul-17,712697,4330366,W,16,1,23,22,0,1,37,DCS
C3A-BRR-6D,Nest,C3A,12-Jul-17,712749,4330442,Center,4,0,12,5,0,9,70,DCS
C3A-BRR-6D,Nest,C3A,12-Jul-17,712749,4330442,N,3,9,0,16,3,3,66,DCS
C3A-BRR-6D,Nest,C3A,12-Jul-17,712749,4330442,E,3,11,0,2,4,1,79,DCS
C3A-BRR-6D,Nest,C3A,12-Jul-17,712749,4330442,S,16,19,0,8,0,2,55,DCS
C3A-BRR-6D,Nest,C3A,12-Jul-17,712749,4330442,W,2,2,0,1,0,1,94,DCS
C3A-AB-41E,Nest,C3A,12-Jul-17,711116,4328513,Center,9,3,2,72,0,10,4,DCS
C3A-AB-41E,Nest,C3A,12-Jul-17,711116,4328513,N,27,0,0,67,0,3,3,DCS
C3A-AB-41E,Nest,C3A,12-Jul-17,711116,4328513,E,8,9,16,64,0,1,2,DCS
C3A-AB-41E,Nest,C3A,12-Jul-17,711116,4328513,S,38,3,0,7,0,2,50,DCS
C3A-AB-41E,Nest,C3A,12-Jul-17,711116,4328513,W,17,6,0,58,0,3,16,DCS
C3A-DCS-36D,Nest,C3A,12-Jul-17,711949,4329883,Center,3,0,54,35,0,1,7,DCS
C3A-DCS-36D,Nest,C3A,12-Jul-17,711949,4329883,N,12,4,0,52,0,3,29,DCS
C3A-DCS-36D,Nest,C3A,12-Jul-17,711949,4329883,E,18,3,2,11,0,1,65,DCS
C3A-DCS-36D,Nest,C3A,12-Jul-17,711949,4329883,S,2,0,68,9,0,2,19,DCS
C3A-DCS-36D,Nest,C3A,12-Jul-17,711949,4329883,W,11,0,26,14,0,5,44,DCS
COB-ETH-8D,Nest,COB,12-Jul-17,713415,4334304,Center,12,41,0,5,2,6,24,BRR
COB-ETH-8D,Nest,COB,12-Jul-17,713415,4334304,N,18,9,0,2,0,13,58,BRR
COB-ETH-8D,Nest,COB,12-Jul-17,713415,4334304,E,19,1,0,0,0,11,69,BRR
COB-ETH-8D,Nest,COB,12-Jul-17,713415,4334304,S,27,0,1,2,1,8,61,BRR
COB-ETH-8D,Nest,COB,12-Jul-17,713415,4334304,W,21,17,0,1,0,5,56,BRR
COB-DCS-34G,Nest,COB,12-Jul-17,713376,4334344,Center,18,21,0,1,0,7,43,BRR
COB-DCS-34G,Nest,COB,12-Jul-17,713376,4334344,N,14,3,0,13,0,11,59,BRR
COB-DCS-34G,Nest,COB,12-Jul-17,713376,4334344,E,9,39,0,0,0,3,49,BRR
COB-DCS-34G,Nest,COB,12-Jul-17,713376,4334344,S,10,5,0,1,0,7,77,BRR
COB-DCS-34G,Nest,COB,12-Jul-17,713376,4334344,W,16,23,0,7,0,12,42,BRR
COB-DCS-33D,Nest,COB,12-Jul-17,713250,4334319,Center,11,47,0,0,0,4,27,BRR
COB-DCS-33D,Nest,COB,12-Jul-17,713250,4334319,N,20,27,0,7,0,8,38,BRR
COB-DCS-33D,Nest,COB,12-Jul-17,713250,4334319,E,24,3,0,21,0,13,39,BRR
COB-DCS-33D,Nest,COB,12-Jul-17,713250,4334319,S,9,17,0,11,0,8,55,BRR
COB-DCS-33D,Nest,COB,12-Jul-17,713250,4334319,W,18,26,2,0,0,6,48,BRR
C3B-DCS-32G,Nest,C3B,12-Jul-17,711783,4329756,Center,8,2,38,0,0,11,41,DCS
C3B-DCS-32G,Nest,C3B,12-Jul-17,711783,4329756,N,0,1,0,0,0,0,99,DCS
C3B-DCS-32G,Nest,C3B,12-Jul-17,711783,4329756,E,2,0,17,1,0,4,76,DCS
C3B-DCS-32G,Nest,C3B,12-Jul-17,711783,4329756,S,1,2,7,9,0,1,80,DCS
C3B-DCS-32G,Nest,C3B,12-Jul-17,711783,4329756,W,28,4,2,7,0,1,58,DCS
N2A-NAB-19D,Nest,N2A,12-Jul-17,706478,4329604,Center,18,42,0,13,1,6,10,NAB
N2A-NAB-19D,Nest,N2A,12-Jul-17,706478,4329604,N,32,3,0,18,2,8,37,NAB
N2A-NAB-19D,Nest,N2A,12-Jul-17,706478,4329604,E,30,4,0,11,0,7,49,NAB
N2A-NAB-19D,Nest,N2A,12-Jul-17,706478,4329604,S,28,9,0,17,1,8,37,NAB
N2A-NAB-19D,Nest,N2A,12-Jul-17,706478,4329604,W,18,6,0,20,0,6,50,NAB
N2A-DCS-38G,Nest,N2A,12-Jul-17,706747,4329791,Center,8,14,0,6,4,3,49,NAB
N2A-DCS-38G,Nest,N2A,12-Jul-17,706747,4329791,N,36,6,0,14,0,5,39,NAB
N2A-DCS-38G,Nest,N2A,12-Jul-17,706747,4329791,E,34,6,0,3,0,2,55,NAB
N2A-DCS-38G,Nest,N2A,12-Jul-17,706747,4329791,S,17,12,0,8,0,4,59,NAB
N2A-DCS-38G,Nest,N2A,12-Jul-17,706747,4329791,W,5,7,0,3,0,3,72,NAB
N2A-DCS-37G,Nest,N2A,12-Jul-17,706748,4329682,Center,32,17,0,22,2,4,8,NAB
N2A-DCS-37G,Nest,N2A,12-Jul-17,706748,4329682,N,12,20,0,6,0,4,58,NAB
N2A-DCS-37G,Nest,N2A,12-Jul-17,706748,4329682,E,27,8,0,10,0,4,51,NAB
N2A-DCS-37G,Nest,N2A,12-Jul-17,706748,4329682,S,16,12,0,6,0,5,61,NAB
N2A-DCS-37G,Nest,N2A,12-Jul-17,706748,4329682,W,11,16,0,7,0,3,63,NAB
N2A-DCS-30G,Nest,N2A,12-Jul-17,707210,4329851,Center,22,16,0,16,6,5,20,NAB
N2A-DCS-30G,Nest,N2A,12-Jul-17,707210,4329851,N,27,6,0,14,0,7,34,NAB
N2A-DCS-30G,Nest,N2A,12-Jul-17,707210,4329851,E,53,4,0,27,0,6,10,NAB
N2A-DCS-30G,Nest,N2A,12-Jul-17,707210,4329851,S,15,17,0,10,1,5,53,NAB
N2A-DCS-30G,Nest,N2A,12-Jul-17,707210,4329851,W,43,11,0,22,0,4,20,NAB
N2A-BRR-9G,Nest,N2A,12-Jul-17,707104,4330070,Center,8,32,0,17,0,6,24,NAB
N2A-BRR-9G,Nest,N2A,12-Jul-17,707104,4330070,N,3,6,0,37,1,3,50,NAB
N2A-BRR-9G,Nest,N2A,12-Jul-17,707104,4330070,E,38,16,0,15,4,4,23,NAB
N2A-BRR-9G,Nest,N2A,12-Jul-17,707104,4330070,S,38,2,0,34,0,3,23,NAB
N2A-BRR-9G,Nest,N2A,12-Jul-17,707104,4330070,W,11,0,0,8,0,3,78,NAB
N2A-DCS-29G,Nest,N2A,12-Jul-17,707129,4330398,Center,36,20,0,15,0,7,8,NAB
N2A-DCS-29G,Nest,N2A,12-Jul-17,707129,4330398,N,47,12,0,12,2,5,22,NAB
N2A-DCS-29G,Nest,N2A,12-Jul-17,707129,4330398,E,54,7,0,18,0,7,14,NAB
N2A-DCS-29G,Nest,N2A,12-Jul-17,707129,4330398,S,56,3,0,17,2,4,18,NAB
N2A-DCS-29G,Nest,N2A,12-Jul-17,707129,4330398,W,11,12,0,14,0,4,59,NAB
COA-BRR-15G,Nest,COA,14-Jul-17,713846,4335300,Center,12,42,0,8,0,6,32,DCA
COA-BRR-15G,Nest,COA,14-Jul-17,713846,4335300,N,32,4,0,21,0,6,37,DCA
COA-BRR-15G,Nest,COA,14-Jul-17,713846,4335300,E,19,0,0,5,0,0,76,DCA
COA-BRR-15G,Nest,COA,14-Jul-17,713846,4335300,S,11,3,0,4,0,3,79,DCA
COA-BRR-15G,Nest,COA,14-Jul-17,713846,4335300,W,10,26,0,6,0,7,51,DCA
C3SB-KET-6E,Nest,C3SB,25-Jul-17,712032,4330430,Center,18,7,0,42,1,3,12,BRR
C3SB-KET-6E,Nest,C3SB,25-Jul-17,712032,4330430,N,19,2,0,58,0,2,19,BRR
C3SB-KET-6E,Nest,C3SB,25-Jul-17,712032,4330430,E,21,13,0,51,0,1,14,BRR
C3SB-KET-6E,Nest,C3SB,25-Jul-17,712032,4330430,S,32,1,0,47,0,2,18,BRR
C3SB-KET-6E,Nest,C3SB,25-Jul-17,712032,4330430,W,14,2,0,61,0,4,19,BRR
C3SB-BRR-16E,Nest,C3SB,25-Jul-17,712235,4330456,Center,23,3,0,57,0,2,2,DCS
C3SB-BRR-16E,Nest,C3SB,25-Jul-17,712235,4330456,N,36,7,6,46,0,1,4,DCS
C3SB-BRR-16E,Nest,C3SB,25-Jul-17,712235,4330456,E,16,9,2,72,0,1,0,DCS
C3SB-BRR-16E,Nest,C3SB,25-Jul-17,712235,4330456,S,77,6,0,10,0,1,6,DCS
C3SB-BRR-16E,Nest,C3SB,25-Jul-17,712235,4330456,W,28,4,0,59,0,1,8,DCS
N2A-AB-42G,NEST,N2A,25-Jul-17,706748,4329715,Center,6,8,0,13,0,6,52,DCS
N2A-AB-42G,NEST,N2A,25-Jul-17,706748,4329715,N,5,4,0,1,1,6,83,DCS
N2A-AB-42G,NEST,N2A,25-Jul-17,706748,4329715,E,18,4,0,0,2,3,67,DCS
N2A-AB-42G,NEST,N2A,25-Jul-17,706748,4329715,S,4,2,0,16,0,5,67,DCS
N2A-AB-42G,NEST,N2A,25-Jul-17,706748,4329715,W,6,9,3,2,2,4,74,DCS
C3A-KET-7D,Nest,C3A,25-Jul-17,712287,4330266,Center,2,17,8,36,2,1,23,DCS
C3A-KET-7D,Nest,C3A,25-Jul-17,712287,4330266,N,4,12,0,77,0,1,6,DCS
C3A-KET-7D,Nest,C3A,25-Jul-17,712287,4330266,E,3,13,0,5,0,1,78,DCS
C3A-KET-7D,Nest,C3A,25-Jul-17,712287,4330266,S,9,3,38,44,0,2,8,DCS
C3A-KET-7D,Nest,C3A,25-Jul-17,712287,4330266,W,3,6,0,65,0,3,23,DCS
C3C-BRR-19D,Nest,C3C,25-Jul-17,712369,4329331,Center,11,25,0,49,0,6,0,BRR
C3C-BRR-19D,Nest,C3C,25-Jul-17,712369,4329331,N,22,4,0,72,0,2,0,BRR
C3C-BRR-19D,Nest,C3C,25-Jul-17,712369,4329331,E,15,5,0,76,1,1,2,BRR
C3C-BRR-19D,Nest,C3C,25-Jul-17,712369,4329331,S,27,10,0,62,0,1,0,BRR
C3C-BRR-19D,Nest,C3C,25-Jul-17,712369,4329331,W,20,9,0,67,0,1,3,BRR
C3C-BRR-10E,Nest,C3C,25-Jul-17,712424,4329211,Center,21,4,0,51,0,10,0,BRR
C3C-BRR-10E,Nest,C3C,25-Jul-17,712424,4329211,N,33,2,0,57,0,8,0,BRR
C3C-BRR-10E,Nest,C3C,25-Jul-17,712424,4329211,E,19,3,0,72,0,6,0,BRR
C3C-BRR-10E,Nest,C3C,25-Jul-17,712424,4329211,S,26,2,0,65,0,7,0,BRR
C3C-BRR-10E,Nest,C3C,25-Jul-17,712424,4329211,W,15,36,0,46,0,3,0,BRR
C3A-DCS-31D,Nest,C3A,25-Jul-17,711698,4329902,Center,22,43,0,21,0,2,3,BRR
C3A-DCS-31D,Nest,C3A,25-Jul-17,711698,4329902,N,11,5,0,1,0,2,81,BRR
C3A-DCS-31D,Nest,C3A,25-Jul-17,711698,4329902,E,28,8,0,47,0,7,10,BRR
C3A-DCS-31D,Nest,C3A,25-Jul-17,711698,4329902,S,19,4,0,13,0,6,58,BRR
C3A-DCS-31D,Nest,C3A,25-Jul-17,711698,4329902,W,34,6,0,23,0,4,33,BRR
352,Nest,COB,25-Jul-17,713360,4334439,Center,17,53,0,9,0,4,9,BRR
352,Nest,COB,25-Jul-17,713360,4334439,N,22,22,0,4,0,2,50,BRR
352,Nest,COB,25-Jul-17,713360,4334439,E,6,4,0,5,1,7,77,BRR
352,Nest,COB,25-Jul-17,713360,4334439,S,23,5,0,8,0,7,57,BRR
352,Nest,COB,25-Jul-17,713360,4334439,W,20,41,0,12,0,4,23,BRR
340,Nest,COB,25-Jul-17,713410,4334387,Center,17,48,0,6,0,3,18,BRR
340,Nest,COB,25-Jul-17,713410,4334387,N,19,27,0,3,0,4,47,BRR
340,Nest,COB,25-Jul-17,713410,4334387,E,25,12,0,4,0,3,56,BRR
340,Nest,COB,25-Jul-17,713410,4334387,S,29,20,0,2,0,6,43,BRR
340,Nest,COB,25-Jul-17,713410,4334387,W,23,1,0,1,0,2,73,BRR
353,Nest,COB,25-Jul-17,713502,4334530,Center,26,30,0,6,0,5,26,BRR
353,Nest,COB,25-Jul-17,713502,4334530,N,21,8,0,3,0,6,62,BRR
353,Nest,COB,25-Jul-17,713502,4334530,E,23,20,0,7,0,5,45,BRR
353,Nest,COB,25-Jul-17,713502,4334530,S,14,1,0,2,0,3,80,BRR
353,Nest,COB,25-Jul-17,713502,4334530,W,19,1,0,4,0,7,69,BRR
COB-DCS-48D,Nest,COB,25-Jul-17,713315,4334443,Center,6,0,43,6,0,2,37,DCS
COB-DCS-48D,Nest,COB,25-Jul-17,713315,4334443,N,9,1,0,38,0,6,46,DCS
COB-DCS-48D,Nest,COB,25-Jul-17,713315,4334443,E,2,16,0,6,0,5,71,DCS
COB-DCS-48D,Nest,COB,25-Jul-17,713315,4334443,S,7,2,0,31,0,6,54,DCS
COB-DCS-48D,Nest,COB,25-Jul-17,713315,4334443,W,7,0,0,27,0,3,63,DCS
COB-NAB-23D,Nest,COB,25-Jul-17,713269,4334323,Center,16,54,0,0,0,4,18,DCS
COB-NAB-23D,Nest,COB,25-Jul-17,713269,4334323,N,11,0,0,1,0,2,86,DCS
COB-NAB-23D,Nest,COB,25-Jul-17,713269,4334323,E,25,4,0,1,0,3,67,DCS
COB-NAB-23D,Nest,COB,25-Jul-17,713269,4334323,S,21,12,2,3,0,2,60,DCS
COB-NAB-23D,Nest,COB,25-Jul-17,713269,4334323,W,18,7,0,0,0,3,72,DCS
C3C-BRR-25E,Nest,C3C,25-Jul-17,711797,4329144,Center,6,1,4,67,0,2,4,DCS
C3C-BRR-25E,Nest,C3C,25-Jul-17,711797,4329144,N,2,0,5,89,0,4,0,DCS
C3C-BRR-25E,Nest,C3C,25-Jul-17,711797,4329144,E,2,8,3,76,0,8,3,DCS
C3C-BRR-25E,Nest,C3C,25-Jul-17,711797,4329144,S,14,2,0,81,0,3,0,DCS
C3C-BRR-25E,Nest,C3C,25-Jul-17,711797,4329144,W,2,1,1,95,0,1,0,DCS
C3B-SKW-37D,Nest,C3B,25-Jul-17,712210,4329677,Center,73,18,0,0,0,2,1,DCS
C3B-SKW-37D,Nest,C3B,25-Jul-17,712210,4329677,N,10,2,0,0,0,3,75,DCS
C3B-SKW-37D,Nest,C3B,25-Jul-17,712210,4329677,E,1,3,0,1,0,2,93,DCS
C3B-SKW-37D,Nest,C3B,25-Jul-17,712210,4329677,S,14,26,0,0,0,2,58,DCS
C3B-SKW-37D,Nest,C3B,25-Jul-17,712210,4329677,W,42,9,0,0,0,1,48,DCS
C3A-SKW-42E,Nest,C3A,25-Jul-17,712236,4330260,Center,3,3,7,21,0,4,8,DCS
C3A-SKW-42E,Nest,C3A,25-Jul-17,712236,4330260,N,14,17,0,58,0,5,6,DCS
C3A-SKW-42E,Nest,C3A,25-Jul-17,712236,4330260,E,11,4,0,80,0,3,2,DCS
C3A-SKW-42E,Nest,C3A,25-Jul-17,712236,4330260,S,2,1,2,89,0,2,4,DCS
C3A-SKW-42E,Nest,C3A,25-Jul-17,712236,4330260,W,3,2,26,11,0,1,57,DCS
COB-DCS-46D,Nest,COB,25-Jul-17,713272,4334445,Center,7,46,0,0,2,3,35,DCS
COB-DCS-46D,Nest,COB,25-Jul-17,713272,4334445,N,32,4,0,3,0,2,59,DCS
COB-DCS-46D,Nest,COB,25-Jul-17,713272,4334445,E,19,5,0,1,0,1,74,DCS
COB-DCS-46D,Nest,COB,25-Jul-17,713272,4334445,S,7,6,0,5,0,3,79,DCS
COB-DCS-46D,Nest,COB,25-Jul-17,713272,4334445,W,26,9,0,0,0,4,61,DCS
N1B-SKW-41G,Nest,N1B,25-Jul-17,710512,4328323,Center,9,11,0,3,0,4,60,DCS
